month,item_code,item_name,brand,revenue,qty,cogs,full_cost,gross_profit,op_profit,n_lines,gross_margin_pct,op_margin_pct,basis,estimated
2026-07,102,كفته الهنا 350 طبق,الهنا,282512.0,13012.0,187449.0751,245752.2491,95062.9249,36759.7509,67,33.6492,13.0117,calibrated,False
2026-07,398,بانيه 900 جرام اسباشيل كيس,اسبشيال,233582.0,3893.0,99397.2083,168353.9468,134184.7917,65228.0532,65,57.4465,27.9251,calibrated,False
2026-07,257,سجق الهنا 5 كيلو طبق,الهنا,178710.0,491.0,69867.65,121669.7274,108842.35,57040.2726,36,60.9045,31.9178,calibrated,False
2026-07,441,استربس اسبشيال 900 جرام,اسبشيال,174640.0,1081.0,73180.669,111288.6586,101459.331,63351.3414,27,58.0963,36.2754,calibrated,False
2026-07,104,برجر الهنا 400 جرام طبق,الهنا,167764.5,5970.0,88614.9381,131500.8856,79149.5619,36263.6144,49,47.179,21.6158,calibrated,False
2026-07,399,كفته اسبيشيال صغير طبق,اسبشيال,131264.25,4940.0,84839.9765,112232.6317,46424.2735,19031.6183,45,35.367,14.4987,calibrated,False
2026-07,346,بانيه 800 جرام طبق,الهنا,128387.0,2321.0,54406.8358,91670.7418,73980.1642,36716.2582,32,57.6228,28.5981,calibrated,False
2026-07,99,سجق الهنا 800 جرام طبق,الهنا,123603.6,1992.0,52529.6712,85762.5221,71073.9288,37841.0779,10,57.5015,30.6149,calibrated,False
2026-07,108,سجق الهنا 350 طبق,الهنا,111996.0,3660.0,49972.0839,78126.9682,62023.9161,33869.0318,32,55.3805,30.2413,calibrated,False
2026-07,435,عجينة بقرى 5 ك,ابوهاشم,105340.0,229.0,43035.4799,69960.0296,62304.5201,35379.9704,18,59.1461,33.5865,calibrated,False
2026-07,447,استربس الهنا 900 جرام,الهنا,105175.0,677.0,43158.2711,65912.4491,62016.7289,39262.5509,50,58.9653,37.3307,calibrated,False
2026-07,403,برجر اسبشيال صغير طبق,اسبشيال,100681.35,3368.0,53980.4758,77747.414,46700.8742,22933.936,37,46.3848,22.7787,calibrated,False
2026-07,2,كبده اسكندرانى 400 طبق,ابوهاشم,63178.0,827.0,25864.2161,39229.8579,37313.7839,23948.1421,25,59.0614,37.9058,calibrated,False
2026-07,420,برجر الهنا 800 جرام طبق,الهنا,57864.6,1188.0,33002.8722,47069.1867,24861.7278,10795.4133,16,42.9653,18.6563,calibrated,False
2026-07,107,سجق 800 ابو هاشم طبق,ابوهاشم,38500.4,338.0,28175.0426,33456.5987,10325.3574,5043.8013,21,26.8188,13.1006,calibrated,False
2026-07,1,مفروم صافى 400 جم طبق,ابوهاشم,36796.0,380.0,15076.1719,22545.2735,21719.8281,14250.7265,14,59.0277,38.729,calibrated,False
2026-07,255,برجر ابو هاشم جامبو 1.5 كيلو طبق,ابوهاشم,35872.5,200.0,25971.0367,31367.5034,9901.4633,4504.9966,15,27.6018,12.5584,calibrated,False
2026-07,405,سجق اسبيشيال صغير طبق,اسبشيال,35018.1,1058.0,15082.0541,23147.9524,19936.0459,11870.1476,14,56.9307,33.8972,calibrated,False
2026-07,80,برجر 1200 جم طبق,ابوهاشم,34600.5,233.0,24529.9541,29836.1409,10070.5459,4764.3591,1,29.1052,13.7696,calibrated,False
2026-07,114,كفته ابو هاشم 800 طبق,ابوهاشم,32652.4,314.0,25141.3974,29253.7059,7511.0026,3398.6941,19,23.0029,10.4087,calibrated,False
2026-07,406,سجق اسبيشيال عائلى طبق,اسبشيال,24204.6,339.0,9514.2916,15649.3542,14690.3084,8555.2458,4,60.6922,35.3455,calibrated,False
2026-07,421,برجر ابو هاشم 1 ك طبق,ابوهاشم,14088.0,119.0,10496.5515,12604.423,3591.4485,1483.577,9,25.493,10.5308,calibrated,False
2026-07,292,عجينه سجق 5 كيلو الهنا طبق,الهنا,12980.0,56.0,7968.6118,11626.762,5011.3882,1353.238,4,38.6085,10.4256,calibrated,False
2026-07,7,سجق 350 جم ابو هاشم طبق,ابوهاشم,11767.5,225.0,8662.2379,10211.9991,3105.2621,1555.5009,13,26.3885,13.2186,calibrated,False
2026-07,8,كفته 350 جم ابو هاشم طبق,ابوهاشم,8488.5,173.0,6453.657,7598.1846,2034.843,890.3154,11,23.9718,10.4885,calibrated,False
2026-07,33,كيلو مفروم هندى كيلو,ابوهاشم,6759.5,26.0,2830.1944,4212.3697,3929.3056,2547.1303,6,58.1301,37.6822,calibrated,False
2026-07,440,استربس الهنا 1 كيلو,الهنا,1450.0,13.0,641.6057,1010.9405,808.3943,439.0595,5,55.7513,30.28,calibrated,False
