invoice_id,source_file,line_seq,item_code,item_name_raw,unit_raw,qty,unit_price,discount_pct,tax_pct,line_total
b1026,main_2025_2026,4,101,كفته الهنا 800 جرام,طبق,120.0,56.0,0.0,17.0,5577.6
b1027,main_2025_2026,1,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,9.0,170.0,0.0,2.0,1499.4
b1027,main_2025_2026,2,421,برجر ابو هاشم 1 ك,طبق,24.0,110.0,0.0,2.0,2587.2
b1027,main_2025_2026,3,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,12.0,320.0,0.0,2.0,3763.2
b1027,main_2025_2026,4,8,كفته 350 جم ابو هاشم,طبق,40.0,40.0,0.0,2.0,1568.0
b1027,main_2025_2026,5,114,كفته ابو هاشم 800,طبق,32.0,90.0,0.0,2.0,2822.4
b1027,main_2025_2026,6,6,برجر 400 جم ابو هاشم,طبق,40.0,45.0,0.0,2.0,1764.0
b1027,main_2025_2026,7,7,سجق 350 جم ابو هاشم,طبق,40.0,45.0,0.0,2.0,1764.0
b1027,main_2025_2026,8,107,سجق 800 ابو هاشم,طبق,32.0,95.0,0.0,2.0,2979.2
b1028,main_2025_2026,1,404,برجر اسبشيال عائلى,طبق,60.0,68.75,0.0,17.0,3423.75
b1028,main_2025_2026,2,6,برجر 400 جم ابو هاشم,طبق,20.0,45.0,0.0,0.0,900.0
b1028,main_2025_2026,3,7,سجق 350 جم ابو هاشم,طبق,20.0,45.0,0.0,0.0,900.0
b1028,main_2025_2026,4,8,كفته 350 جم ابو هاشم,طبق,20.0,40.0,0.0,0.0,800.0
b1028,main_2025_2026,5,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,8.0,320.0,0.0,0.0,2560.0
b1029,main_2025_2026,1,6,برجر 400 جم ابو هاشم,طبق,1.0,0.0,0.0,0.0,0.0
b1029,main_2025_2026,2,8,كفته 350 جم ابو هاشم,طبق,1.0,0.0,0.0,0.0,0.0
b1029,main_2025_2026,3,7,سجق 350 جم ابو هاشم,طبق,1.0,0.0,0.0,0.0,0.0
b1030,main_2025_2026,1,102,كفته الهنا 350,طبق,75.0,0.0,0.0,0.0,0.0
b1031,main_2025_2026,1,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,3.0,150.0,0.0,0.0,450.0
b1031,main_2025_2026,2,107,سجق 800 ابو هاشم,طبق,1.0,95.0,0.0,0.0,95.0
b1032,main_2025_2026,1,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,2.0,320.0,0.0,0.0,640.0
b1033,main_2025_2026,1,257,سجق الهنا 5 كيلو,طبق,11.0,300.0,0.0,0.0,3300.0
b1034,main_2025_2026,1,99,سجق الهنا 800 جرام,طبق,60.0,61.0,0.0,17.0,3037.8
b1035,main_2025_2026,1,257,سجق الهنا 5 كيلو,طبق,9.0,300.0,0.0,0.0,2700.0
b1036,main_2025_2026,1,257,سجق الهنا 5 كيلو,طبق,1.0,300.0,0.0,0.0,300.0
b1037,main_2025_2026,1,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,36.0,320.0,0.0,0.0,11520.0
b1038,main_2025_2026,1,101,كفته الهنا 800 جرام,طبق,24.0,56.0,0.0,15.0,1142.4
b1038,main_2025_2026,2,120,برجر الهنا 900 جرام,طبق,24.0,58.5,0.0,15.0,1193.4
b1038,main_2025_2026,3,108,سجق الهنا 350,طبق,45.0,30.0,0.0,15.0,1147.5
b1038,main_2025_2026,4,257,سجق الهنا 5 كيلو,طبق,5.0,300.0,0.0,0.0,1500.0
b1039,main_2025_2026,1,7,سجق 350 جم ابو هاشم,طبق,20.0,45.0,0.0,0.0,900.0
b1039,main_2025_2026,2,6,برجر 400 جم ابو هاشم,طبق,20.0,45.0,0.0,0.0,900.0
b1039,main_2025_2026,3,8,كفته 350 جم ابو هاشم,طبق,20.0,40.0,0.0,0.0,800.0
b1039,main_2025_2026,4,346,بانيه 800 جرام,طبق,12.0,50.0,0.0,0.0,600.0
b1040,main_2025_2026,1,120,برجر الهنا 900 جرام,طبق,12.0,58.5,0.0,13.0,610.74
b1040,main_2025_2026,2,262,بانيه 900 جرام,طبق,20.0,55.0,0.0,0.0,1100.0
b1041,main_2025_2026,1,101,كفته الهنا 800 جرام,طبق,12.0,56.0,0.0,15.0,571.2
b1041,main_2025_2026,2,104,برجر الهنا 400 جرام,طبق,15.0,28.5,0.0,15.0,363.37
b1042,main_2025_2026,1,120,برجر الهنا 900 جرام,طبق,240.0,58.5,0.0,17.0,11653.2
b1042,main_2025_2026,2,101,كفته الهنا 800 جرام,طبق,360.0,56.0,0.0,17.0,16732.8
b1042,main_2025_2026,3,108,سجق الهنا 350,طبق,240.0,30.0,0.0,17.0,5976.0
b1042,main_2025_2026,4,104,برجر الهنا 400 جرام,طبق,300.0,28.5,0.0,17.0,7096.5
b1042,main_2025_2026,5,102,كفته الهنا 350,طبق,180.0,27.5,0.0,17.0,4108.5
b1043,main_2025_2026,1,102,كفته الهنا 350,طبق,120.0,0.0,0.0,0.0,0.0
b1045,main_2025_2026,1,107,سجق 800 ابو هاشم,طبق,120.0,95.0,0.0,0.0,11400.0
b1045,main_2025_2026,2,114,كفته ابو هاشم 800,طبق,120.0,90.0,0.0,0.0,10800.0
b1045,main_2025_2026,3,7,سجق 350 جم ابو هاشم,طبق,200.0,45.0,0.0,0.0,9000.0
b1045,main_2025_2026,4,6,برجر 400 جم ابو هاشم,طبق,100.0,45.0,0.0,0.0,4500.0
b1046,main_2025_2026,1,101,كفته الهنا 800 جرام,طبق,120.0,56.0,0.0,17.0,5577.6
b1046,main_2025_2026,2,120,برجر الهنا 900 جرام,طبق,72.0,58.5,0.0,17.0,3495.96
b1046,main_2025_2026,3,108,سجق الهنا 350,طبق,75.0,30.0,0.0,17.0,1867.5
b1046,main_2025_2026,4,102,كفته الهنا 350,طبق,30.0,27.5,0.0,17.0,684.75
b1046,main_2025_2026,5,104,برجر الهنا 400 جرام,طبق,30.0,28.5,0.0,17.0,709.65
b1047,main_2025_2026,1,120,برجر الهنا 900 جرام,طبق,60.0,58.5,0.0,17.0,2913.3
b1047,main_2025_2026,2,101,كفته الهنا 800 جرام,طبق,60.0,56.0,0.0,17.0,2788.8
b1047,main_2025_2026,3,346,بانيه 800 جرام,طبق,60.0,50.0,0.0,0.0,3000.0
b1048,main_2025_2026,1,102,كفته الهنا 350,طبق,30.0,0.0,0.0,0.0,0.0
b1049,main_2025_2026,1,102,كفته الهنا 350,طبق,15.0,0.0,0.0,0.0,0.0
b1050,main_2025_2026,1,257,سجق الهنا 5 كيلو,طبق,60.0,300.0,0.0,0.0,18000.0
b1052,main_2025_2026,1,398,بانيه 900 جرام اسباشيل,كيس,10.0,55.0,0.0,0.0,550.0
b1053,main_2025_2026,1,114,كفته ابو هاشم 800,طبق,3.0,85.0,0.0,0.0,255.0
b1053,main_2025_2026,2,107,سجق 800 ابو هاشم,طبق,3.0,90.0,0.0,0.0,270.0
b1053,main_2025_2026,3,33,كيلو مفروم هندى,كيلو,1.5,220.0,0.0,0.0,330.0
b1053,main_2025_2026,4,2,كبده اسكندرانى 400,طبق,2.0,70.0,0.0,0.0,140.0
b1054,main_2025_2026,1,8,كفته 350 جم ابو هاشم,طبق,3.0,85.0,0.0,0.0,255.0
b1055,main_2025_2026,1,398,بانيه 900 جرام اسباشيل,كيس,10.0,55.0,0.0,0.0,550.0
b1055,main_2025_2026,2,101,كفته الهنا 800 جرام,طبق,6.0,50.0,0.0,0.0,300.0
b1056,main_2025_2026,1,23,كيلو كفته,طبق,3.0,100.0,0.0,0.0,300.0
b1056,main_2025_2026,2,21,كيلو سجق,طبق,3.0,100.0,0.0,0.0,300.0
b1056,main_2025_2026,3,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,1.0,150.0,0.0,0.0,150.0
b1057,main_2025_2026,1,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,2.0,300.0,0.0,0.0,600.0
